Artist,Track,Year,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Johnny Preston,Feel So Fine,1960,0.555,0.723,7,-11.875,1,0.0536,0.683,0,0.115,0.925,169.864
Johnny Cash,Second Honeymoon,1960,0.618,0.464,4,-12.395,1,0.0548,0.905,0.00166,0.14,0.692,84.463
Connie Stevens,Too Young To Go Steady,1960,0.266,0.293,9,-10.182,1,0.0315,0.964,0.00012,0.158,0.388,106.624
The Demensions,Over The Rainbow,1960,0.272,0.37,5,-8.328,1,0.0264,0.883,6.87E-05,0.0941,0.337,154.686
The Ventures,Walk -- Don't Run,1960,0.488,0.648,5,-13.252,1,0.0305,0.852,0.914,0.13,0.949,156.35
Jackie Wilson,(You Were Made For) All My Love,1960,0.321,0.468,2,-4.934,1,0.0317,0.898,8.29E-06,0.113,0.411,76.99
Bobby Rydell,Volare,1960,0.498,0.648,9,-6.355,0,0.0339,0.596,0,0.094,0.904,130.014
Jackie Wilson,"A Woman, A Lover, A Friend",1960,0.327,0.499,7,-6.214,1,0.0555,0.862,5.98E-06,0.924,0.621,68.427
Anita Bryant,In My Little Corner Of The World,1960,0.486,0.453,11,-8.2,1,0.0273,0.581,0,0.163,0.564,108.737
Chubby Checker,The Twist,1960,0.533,0.638,4,-7.13,1,0.0341,0.202,0,0.0729,0.937,156.663
Johnny Burnette,Dreamin',1960,0.471,0.449,11,-9.845,0,0.0546,0.794,2.25E-05,0.35,0.715,74.673
Clyde McPhatter,Ta Ta,1960,0.671,0.527,7,-6.817,1,0.0413,0.645,0,0.124,0.858,130.984
Dion & The Belmonts,In The Still Of The Night,1960,0.439,0.381,2,-11.124,0,0.029,0.544,0,0.0715,0.486,110.325
Paul Anka,I Love You In The Same Old Way,1960,0.535,0.47,7,-8.687,1,0.0391,0.469,0,0.532,0.772,131.227
Guy Mitchell,My Shoes Keep Walking Back To You,1960,0.504,0.487,3,-14.456,1,0.0397,0.869,0,0.366,0.664,126.72
Ferrante & Teicher,Theme From The Apartment,1960,0.886,0.399,2,-13.913,0,0.0599,0.295,0.254,0.0974,0.723,118.949
Don Gibson,"Far, Far Away",1960,0.66,0.515,0,-12.353,1,0.0303,0.652,0.00424,0.0495,0.567,100.096
Jack Scott,Cool Water,1960,0.662,0.416,7,-14.374,1,0.0357,0.816,0.000194,0.0951,0.806,129.141
The Flamingos,Mio Amore,1960,0.325,0.193,3,-14.803,1,0.0309,0.713,2.55E-06,0.108,0.342,169.36
Jerry Wallace,Swingin' Down The Lane,1960,0.615,0.341,1,-11.832,1,0.0294,0.711,3.92E-06,0.177,0.648,125.181
The Everly Brothers,Be Bop A-Lula,1960,0.608,0.675,0,-9.963,1,0.0364,0.851,0,0.326,0.96,148.878
The Olympics,Big Boy Pete,1960,0.616,0.736,10,-9.156,1,0.058,0.83,0.0156,0.117,0.818,131.501
Etta & Harvey,If I Can't Have You,1960,0.465,0.641,0,-7.235,0,0.0489,0.672,4.23E-06,0.316,0.586,108.208
Jack Scott,It Only Happened Yesterday,1960,0.238,0.187,4,-14.015,1,0.0331,0.944,3.24E-06,0.1,0.149,85.356
Jan & Dean,We Go Together,1960,0.327,0.309,2,-14.431,1,0.0293,0.848,0.603,0.288,0.7,84.045
Bobby Vee,Devil Or Angel,1960,0.389,0.266,5,-11.791,1,0.0346,0.9,0,0.11,0.615,102.833
The Ivy Three,Yogi,1960,0.736,0.488,0,-7.116,1,0.0352,0.699,0,0.187,0.845,120.966
Connie Francis,My Heart Has A Mind Of Its Own,1960,0.495,0.539,6,-6.088,1,0.0336,0.819,0,0.325,0.715,109.49
Brook Benton,Kiddio,1960,0.778,0.29,3,-12.873,1,0.0625,0.837,0.000523,0.21,0.767,112.048
Sam Cooke,Chain Gang,1960,0.703,0.724,7,-10.818,1,0.0467,0.73,0,0.518,0.963,131.821
Neil Sedaka,You Mean Everything To Me,1960,0.374,0.429,0,-7.801,0,0.0279,0.523,0,0.134,0.679,71.519
Brook Benton,The Same One,1960,0.346,0.152,6,-18.451,1,0.0412,0.687,0.00618,0.315,0.635,68.462
Skeeter Davis,(I Can't Help You) I'm Falling Too,1960,0.617,0.197,9,-12.145,1,0.0267,0.777,0,0.133,0.384,91.209
Teresa Brewer,Anymore,1960,0.525,0.365,7,-11.175,1,0.0328,0.884,0,0.641,0.556,123.099
Bobby Freeman,(I Do The) Shimmy Shimmy,1960,0.508,0.857,2,-5.498,1,0.04,0.74,0,0.365,0.891,88.579
Larry Verne,Mr. Custer,1960,0.697,0.697,4,-4.863,0,0.0537,0.707,8.72E-05,0.156,0.582,108.5
Wanda Jackson,Let's Have A Party,1960,0.507,0.834,4,-11.49,1,0.0741,0.334,4.39E-06,0.838,0.741,80.482
Frankie Lymon,Little Bitty Pretty One,1960,0.534,0.718,7,-9.273,0,0.0961,0.56,0,0.609,0.926,163.989
The Innocents,Honest I Do,1960,0.39,0.224,6,-13.197,1,0.0294,0.646,5.26E-05,0.185,0.151,112.352
Duane Eddy,Kommotion,1960,0.567,0.749,2,-8.817,1,0.0399,9.70E-05,0.791,0.123,0.731,119.264
Dodie Stevens,No,1960,0.692,0.424,8,-9.939,1,0.0466,0.724,0,0.253,0.609,135.403
The Paradons,Diamonds And Pearls,1960,0.505,0.219,5,-12.005,1,0.0253,0.985,0,0.12,0.481,94.551
Jimmy Clanton,Come Back,1960,0.423,0.309,0,-9.53,1,0.0263,0.623,7.98E-06,0.0497,0.288,103.079
Ike & Tina Turner,A Fool In Love,1960,0.615,0.479,7,-8.429,1,0.0644,0.588,0.000277,0.272,0.788,127.04
James Brown And The Famous Flames,This Old Heart,1960,0.442,0.548,5,-11.588,1,0.0375,0.0984,0,0.122,0.955,85.187
Frank Sinatra,Nice 'N' Easy,1960,0.536,0.148,0,-14.903,1,0.031,0.772,0,0.101,0.509,109.295
Preston Epps,Bongo Bongo Bongo,1960,0.347,0.995,4,-9.049,1,0.0712,0.557,0.839,0.276,0.591,169.043
Johnny Mathis,My Love For You,1960,0.157,0.414,2,-10.966,1,0.0366,0.681,4.72E-05,0.174,0.181,87.92
Johnny And The Hurricanes,Revival,1960,0.703,0.831,10,-5.478,1,0.0442,0.411,0.0215,0.182,0.961,134.4
Denny Reed,A Teenager Feels It Too,1960,0.635,0.38,5,-12.085,1,0.0311,0.764,0,0.167,0.896,124.285
The Drifters,Save The Last Dance For Me,1960,0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453
The Everly Brothers,So Sad (To Watch Good Love Go Bad),1960,0.477,0.196,4,-15.689,1,0.0299,0.655,0,0.172,0.405,102.363
Brenda Lee,I Want To Be Wanted,1960,0.546,0.296,7,-13.997,1,0.0315,0.753,0.00355,0.124,0.263,105.649
Fats Domino,Three Nights A Week,1960,0.638,0.221,7,-11.953,1,0.0463,0.851,3.96E-06,0.16,0.697,76.013
The Everly Brothers,Lucille,1960,0.522,0.672,0,-12.882,1,0.0393,0.479,0.000584,0.0853,0.965,124.165
Ricky Nelson,"Yes Sir, That's My Baby",1960,0.604,0.761,4,-10.013,0,0.0415,0.474,0,0.295,0.944,81.242
Neil Sedaka,Run Samson Run,1960,0.392,0.579,10,-8.869,1,0.05,0.612,0,0.283,0.962,169.684
Little Willie John,Sleep,1960,0.29,0.493,8,-11.634,1,0.0337,0.104,0.00109,0.252,0.81,94.413
Joe Jones,You Talk Too Much,1960,0.719,0.639,8,-9.229,1,0.0376,0.797,1.43E-05,0.075,0.727,128.272
The Olympics,Shimmy Like Kate,1960,0.635,0.829,9,-5.125,1,0.0471,0.608,0,0.186,0.963,139.426
Bobby Darin,Artificial Flowers,1960,0.36,0.577,10,-6.611,1,0.0677,0.692,0,0.143,0.837,175.203
Frankie Avalon,Togetherness,1960,0.532,0.454,0,-7.05,1,0.0286,0.886,4.95E-05,0.147,0.654,119.017
Ray Charles,Georgia On My Mind,1960,0.304,0.289,4,-10.963,0,0.0432,0.752,0,0.756,0.154,147.176
Johnny And The Hurricanes,Rocking Goose,1960,0.596,0.94,5,-4.746,1,0.0512,0.449,0.573,0.157,0.962,166.34
Danny & The Juniors,Twistin' U.S.A.,1960,0.502,0.571,1,-8.995,0,0.0297,0.571,0,0.103,0.963,160.967
The Shirelles,Tonights The Night,1960,0.442,0.532,1,-6.664,1,0.0279,0.453,0,0.0397,0.962,156.21
Johnny Horton,North To Alaska,1960,0.644,0.371,0,-14.436,1,0.039,0.718,0,0.348,0.916,82.909
Bobby Darin,Somebody To Love,1960,0.514,0.733,6,-9.403,1,0.145,0.446,2.39E-06,0.112,0.901,184.637
Roy Orbison,Blue Angel,1960,0.473,0.557,5,-7.124,1,0.0249,0.456,0.0994,0.251,0.672,104.84
Fats Domino,Put Your Arms Around Me Honey,1960,0.476,0.464,3,-13.332,1,0.0374,0.225,0.00227,0.0658,0.95,98.798
Shirley & Lee,Let The Good Times Roll,1960,0.502,0.445,1,-9.562,1,0.0688,0.481,0,0.0823,0.939,140.988
Dinah Washington,Love Walked In,1960,0.575,0.436,0,-9.225,1,0.0318,0.761,0.00354,0.0442,0.833,96.885
Buster Brown,Is You Is Or Is You Ain't My Baby,1960,0.328,0.753,7,-7.577,0,0.0759,0.931,0.438,0.317,0.396,139.764
Marty Robbins,Five Brothers,1960,0.634,0.414,1,-12.165,1,0.0611,0.75,0,0.164,0.565,129.137
Brenda Lee,Just A Little,1960,0.677,0.425,1,-5.545,1,0.0463,0.544,3.10E-06,0.24,0.876,128.348
Etta James,My Dearest Darling,1960,0.542,0.345,8,-7.87,1,0.027,0.574,6.10E-05,0.348,0.539,104.702
Maurice Williams & The Zodiacs,Stay,1960,0.419,0.681,7,-11.137,0,0.04,0.777,0,0.255,0.788,118.904
Cowboy Copas,Alabam,1960,0.719,0.653,2,-11.572,1,0.0305,0.378,0.00364,0.129,0.96,106.718
Johnnie & Joe,Over The Mountain; Across The Sea,1960,0.325,0.43,8,-8.615,1,0.0334,0.838,0,0.102,0.701,76.853
Della Reese,And Now,1960,0.393,0.27,3,-11.097,1,0.0333,0.95,0.000912,0.0768,0.218,121.621
Jimmy Clanton,Wait,1960,0.392,0.542,9,-7.806,1,0.0423,0.171,0,0.205,0.701,198.865
The Coasters,Shoppin' For Clothes,1960,0.636,0.282,7,-14.011,0,0.123,0.778,0,0.148,0.627,88.531
The Blue Notes,My Hero,1960,0.133,0.501,8,-6.248,1,0.0353,0.93,0.000423,0.331,0.297,180.673
Johnny Tillotson,Poetry In Motion,1960,0.486,0.693,8,-7.394,1,0.0317,0.412,0,0.0975,0.888,135.184
The Platters,To Each His Own,1960,0.418,0.194,3,-14.355,0,0.0352,0.927,2.67E-06,0.179,0.403,116.011
Jackie Wilson,Alone At Last,1960,0.288,0.392,0,-6.067,1,0.0293,0.951,0.000891,0.209,0.37,92.047
Floyd Cramer,Last Date,1960,0.615,0.306,0,-12.026,1,0.0289,0.858,0.958,0.15,0.613,103.818
U.S. Bonds,New Orleans,1960,0.567,0.851,2,-7.643,1,0.197,0.216,0,0.18,0.697,159.225
Chubby Checker,The Hucklebuck,1960,0.551,0.738,8,-5.712,1,0.0404,0.61,0,0.246,0.952,156.526
Fats Domino,My Girl Josephine,1960,0.783,0.372,5,-13.984,0,0.0659,0.429,0.00893,0.152,0.934,73.513
Jim Reeves,Am I Losing You,1960,0.528,0.121,9,-21.213,1,0.0345,0.91,0.00451,0.125,0.38,87.834
Jerry Butler,He Will Break Your Heart,1960,0.612,0.601,8,-9.095,0,0.0425,0.22,0,0.446,0.692,130.939
Anita Bryant,One Of The Lucky Ones,1960,0.355,0.215,3,-12.335,1,0.0357,0.977,0.00134,0.175,0.213,113.291
Jack Scott,Patsy,1960,0.643,0.64,0,-10.396,1,0.0495,0.665,0,0.308,0.756,110.928
The Kingston Trio,Everglades,1960,0.65,0.272,2,-18.52,1,0.039,0.81,1.82E-05,0.108,0.67,143.468
Dion,Lonely Teenager,1960,0.371,0.347,7,-11.971,0,0.0295,0.613,0.000362,0.0891,0.7,70.846
Lolita,Sailor (Your Home Is The Sea),1960,0.453,0.297,7,-10.041,1,0.0325,0.826,3.98E-05,0.35,0.388,102.537
Freddy Cannon,Humdinger,1960,0.586,0.815,0,-6.115,1,0.0499,0.36,0,0.098,0.93,135.846
Brian Hyland,That's How Much,1960,0.601,0.679,10,-8.741,1,0.0787,0.716,0,0.496,0.947,148.319
Jackie Wilson,Am I The Man,1960,0.448,0.79,5,-6.995,1,0.117,0.749,3.90E-05,0.709,0.901,153.362
The Ventures,Perfidia,1960,0.611,0.745,11,-11.885,0,0.034,0.546,0.268,0.23,0.934,152.438
Marty Robbins,Ballad Of The Alamo,1960,0.646,0.49,3,-10.475,0,0.0554,0.843,0,0.12,0.783,105.6
Fats Domino,Natural Born Lover,1960,0.437,0.256,7,-15.089,1,0.0295,0.00751,0.562,0.277,0.761,86.431
The Everly Brothers,Like Strangers,1960,0.581,0.18,6,-16.892,1,0.0275,0.87,1.11E-05,0.0911,0.372,89.046
The Brothers Four,The Green Leaves Of Summer,1960,0.463,0.238,3,-15.733,0,0.0269,0.797,0,0.157,0.369,104.606
Connie Francis,Many Tears Ago,1960,0.684,0.491,3,-3.466,1,0.0294,0.792,0,0.261,0.86,127.125
Bobby Rydell,Sway,1960,0.659,0.814,4,-5.364,0,0.036,0.603,0,0.559,0.937,122.962
Bert Kaempfert And His Orchestra,Wonderland By Night,1960,0.188,0.213,4,-9.807,1,0.0304,0.89,0.431,0.196,0.204,79.607
Ferrante & Teicher,Exodus,1960,0.417,0.222,2,-15.318,0,0.0344,0.991,0.858,0.181,0.147,91.846
James Booker,Gonzo,1960,0.656,0.432,0,-12.831,1,0.0471,0.58,0.564,0.11,0.881,128.982
Jim Reeves,I Missed Me,1960,0.474,0.199,7,-17.58,1,0.028,0.811,0.00142,0.135,0.302,85.011
The Innocents,Gee Whiz,1960,0.645,0.131,4,-13.981,1,0.03,0.821,0,0.106,0.473,94.823
Bobby Vee,Rubber Ball,1960,0.423,0.43,9,-10.325,1,0.0353,0.686,0,0.183,0.77,142.885
Bobby Bland,Cry Cry Cry,1960,0.476,0.436,5,-6.978,1,0.0393,0.612,2.74E-06,0.133,0.284,109.535
The Shirelles,Will You Love Me Tomorrow,1960,0.55,0.382,0,-6.429,1,0.0263,0.312,1.11E-05,0.221,0.464,136.128
James Brown,The Bells,1960,0.439,0.0416,4,-21.521,1,0.0686,0.602,0,0.101,0.256,185.811
Bill Black's Combo,Blue Tango,1960,0.698,0.892,7,-2.343,1,0.0392,0.698,0.944,0.241,0.962,132.951
Ferlin Husky,Wings Of A Dove,1960,0.5,0.319,4,-15.735,1,0.039,0.497,0,0.101,0.646,177.489
Little Willie John,Walk Slow,1960,0.486,0.452,10,-13.016,1,0.0453,0.807,6.37E-05,0.121,0.687,120.48
Ray Peterson,"Corinna, Corinna",1960,0.6,0.267,9,-11.804,1,0.0314,0.825,0,0.144,0.615,128.923
Donnie Brooks,Doll House,1960,0.629,0.513,9,-8.657,1,0.0337,0.756,1.95E-06,0.326,0.703,82.716
The Blue Diamonds,Ramona,1960,0.493,0.603,4,-9.824,1,0.0411,0.152,9.23E-05,0.147,0.657,139.13
Jan & Dean,Gee,1960,0.38,0.557,2,-8.958,1,0.0361,0.653,0,0.504,0.847,155.648
Sarah Vaughan,Serenata,1960,0.308,0.382,6,-11.522,1,0.0349,0.829,0,0.054,0.463,133.85
LaVern Baker,Bumble Bee,1960,0.632,0.465,5,-10.817,0,0.0366,0.702,1.10E-06,0.11,0.904,119.097
Ray Charles,Come Rain Or Come Shine,1960,0.357,0.216,3,-12.833,1,0.0343,0.767,4.31E-06,0.531,0.283,119.57
Don Gibson,Sweet Dreams,1960,0.476,0.514,0,-9.944,1,0.0307,0.726,0,0.28,0.348,103.23
Bobby Hendricks,Psycho,1960,0.648,0.539,7,-11.514,0,0.0503,0.836,0.0781,0.146,0.781,131.569
Teresa Brewer,Have You Ever Been Lonely (Have You Ever Been Blue),1960,0.504,0.377,10,-11.852,1,0.033,0.887,6.97E-06,0.172,0.409,103.195
Rosie And The Originals,Angel Baby,1960,0.347,0.177,0,-15.365,1,0.0326,0.849,0.00231,0.113,0.444,196.501
Brenda Lee,Rockin' Around The Christmas Tree,1960,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196
Bing Crosby,White Christmas,1960,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503
Sam Cooke,Sad Mood,1960,0.527,0.429,7,-9.933,1,0.0412,0.392,0,0.286,0.786,99.763
Bobby Helms,Jingle Bell Rock,1960,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705
Lawrence Welk And His Orchestra,Calcutta,1960,0.46,0.675,7,-7.657,1,0.0279,0.825,0.91,0.23,0.954,81.817
Frankie Avalon,A Perfect Love,1960,0.541,0.338,7,-10.589,1,0.0291,0.789,1.42E-06,0.138,0.613,126.047
Bing Crosby,Silent Night,1960,0.111,0.184,8,-15.011,1,0.0344,0.974,0.0456,0.111,0.214,76.416
The Drifters,I Count The Tears,1960,0.554,0.476,5,-7.862,1,0.0264,0.715,2.50E-05,0.566,0.806,140.479
The Olympics,Dance By The Light Of The Moon,1960,0.603,0.802,2,-10.673,1,0.0428,0.648,7.80E-06,0.464,0.962,83.462
Neil Sedaka,Calendar Girl,1960,0.703,0.649,8,-7.727,0,0.0312,0.397,0,0.209,0.862,122.719
Bobby Darin,Christmas Auld Lang Syne,1960,0.274,0.313,5,-11.828,1,0.0307,0.898,0,0.146,0.335,75.919
Santo & Johnny,Twistin' Bells,1960,0.502,0.913,7,-9.328,1,0.0293,0.203,0.914,0.0752,0.966,97.605
The Shells,Baby Oh Baby,1960,0.565,0.473,0,-8.42,0,0.0345,0.776,3.61E-06,0.278,0.595,107.275
Ricky Nelson,You Are The Only One,1960,0.635,0.189,0,-17.71,1,0.0326,0.646,0,0.089,0.677,117.453
The Flamingos,Your Other Love,1960,0.469,0.56,10,-8.372,1,0.0358,0.595,0,0.139,0.961,132.656
Skeeter Davis,My Last Date (With You),1960,0.428,0.28,0,-8.952,1,0.0261,0.84,9.18E-05,0.141,0.429,98.241
Frankie Avalon,The Puppet Song,1960,0.474,0.405,7,-6.492,1,0.0309,0.783,1.92E-05,0.154,0.575,182.662
Hank Ballard And The Midnighters,The Hoochi Coochi Coo,1960,0.737,0.464,2,-11.176,1,0.0383,0.172,0.000434,0.0981,0.878,150.002
The Ramblers,Rambling,1960,0.72,0.525,11,-8.677,1,0.0358,0.797,0.000128,0.0695,0.761,94.521
Johnny Mathis,How To Handle A Woman,1960,0.237,0.251,7,-12.941,0,0.0326,0.896,7.70E-05,0.307,0.296,77.095
Larry Verne,Mister Livingston,1960,0.665,0.603,5,-10.44,0,0.23,0.717,1.83E-05,0.69,0.467,119.421
Andy Williams,You Don't Want My Love,1960,0.665,0.546,4,-13.449,1,0.0561,0.688,0,0.132,0.842,112.24
Jerry Murad's Harmonicats,Cherry Pink And Apple Blossom White,1960,0.395,0.525,4,-12.596,1,0.056,0.47,0.67,0.447,0.436,134.98
Jimmy Charles,The Age For Love,1960,0.306,0.2,2,-15.318,1,0.0322,0.927,0.555,0.228,0.165,66.693
Marv Johnson,Happy Days,1960,0.72,0.624,5,-9.086,0,0.0473,0.795,0,0.488,0.887,119.999
Buddy Knox,Lovey Dovey,1960,0.696,0.691,9,-11.702,1,0.0382,0.6,0,0.149,0.969,139.508
Ike & Tina Turner,I Idolize You,1960,0.743,0.398,2,-8.328,0,0.048,0.808,0,0.106,0.833,118.568
The Viscounts,Wabash Blues,1960,0.278,0.814,10,-5.737,1,0.0424,0.0946,0.418,0.233,0.604,155.507
Brook Benton,Someday You'll Want Me To Want You,1960,0.483,0.305,3,-15.917,1,0.0323,0.515,9.36E-05,0.249,0.64,89.664
Shelby Flint,Angel On My Shoulder,1960,0.47,0.332,2,-9.848,1,0.034,0.912,0.000382,0.11,0.575,58.76
Bobby Darin,Child Of God,1960,0.643,0.525,0,-9.457,1,0.117,0.749,0,0.466,0.9,78.36
Dinah Washington,We Have Love,1960,0.656,0.312,7,-12.548,1,0.26,0.513,0,0.099,0.938,72.517
Jerry Wallace,There She Goes,1960,0.509,0.284,10,-15.317,1,0.0292,0.367,0,0.234,0.649,109.076
Jeanne Black,"Oh, How I Miss You Tonight",1960,0.342,0.113,1,-13.733,1,0.034,0.987,0.00331,0.125,0.11,126.02
Etta & Harvey,Spoonful,1960,0.634,0.531,1,-6.96,1,0.0373,0.571,0,0.102,0.559,111.931
Brenda Lee,Emotions,1961,0.466,0.416,5,-8.249,1,0.026,0.742,5.04E-06,0.249,0.516,98.78
Jackie Wilson,My Empty Arms,1961,0.356,0.45,6,-6.677,1,0.03,0.924,0.000206,0.128,0.313,74.4
The String-A-Longs,Wheels,1961,0.787,0.623,0,-8.241,1,0.0359,0.689,0.0932,0.144,0.869,128.327
Connie Francis,Where The Boys Are,1961,0.366,0.408,0,-4.85,1,0.0301,0.81,0,0.328,0.378,108.819
Chubby Checker,Pony Time,1961,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43E-05,0.0797,0.96,77.36
Maxine Brown,All In My Mind,1961,0.407,0.411,2,-8.718,1,0.0266,0.788,0,0.137,0.392,97.608
Buzz Clifford,Baby Sittin' Boogie,1961,0.476,0.679,1,-7.001,1,0.107,0.801,0,0.257,0.812,139.291
Ben E. King,Spanish Harlem,1961,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75E-05,0.129,0.789,125.166
The Platters,If I Didn't Care,1961,0.463,0.277,5,-11.598,1,0.0265,0.92,7.95E-06,0.175,0.268,74.048
Bobby Rydell,Good Time Baby,1961,0.506,0.844,5,-6.58,1,0.0725,0.617,0,0.645,0.854,168.78
Jackie Wilson,The Tear Of The Year,1961,0.452,0.435,8,-6.225,1,0.0294,0.832,1.59E-06,0.0859,0.351,97.114
The Shirelles,Dedicated To The One I Love,1961,0.398,0.325,10,-6.159,1,0.0382,0.812,0,0.169,0.454,80.563
Etta James,At Last,1961,0.273,0.347,5,-8.631,1,0.0292,0.546,0.0137,0.334,0.328,87.411
Jimmy Clanton,What Am I Gonna Do,1961,0.699,0.481,7,-7.037,1,0.031,0.743,0,0.264,0.527,121.573
Connie Francis,No One,1961,0.551,0.29,7,-11.299,1,0.0278,0.772,0.00317,0.395,0.492,113.547
Fats Domino,What A Price,1961,0.355,0.177,7,-13.148,1,0.032,0.958,0.000486,0.686,0.583,178.323
Ben E. King,First Taste Of Love,1961,0.524,0.318,5,-13.321,1,0.0555,0.517,2.14E-06,0.142,0.843,147.781
Freddy Cannon,Muskrat Ramble,1961,0.587,0.876,2,-4.702,1,0.175,0.526,6.82E-06,0.369,0.849,167.057
H.B. Barnum,Lost Love,1961,0.387,0.477,0,-9.723,1,0.0243,0.724,0.892,0.181,0.649,171.392
Roy Hamilton,You Can Have Her,1961,0.489,0.706,3,-12.636,1,0.057,0.473,0,0.621,0.638,101.593
The Everly Brothers,Ebony Eyes,1961,0.401,0.161,4,-18.857,1,0.03,0.808,0,0.104,0.279,101.12
Ramrods,(Ghost) Riders In The Sky,1961,0.442,0.717,9,-9.943,0,0.0395,0.518,0.262,0.184,0.376,120.914
Little Willie John,Leave My Kitten Alone,1961,0.402,0.627,8,-13.545,1,0.0427,0.691,0.00672,0.187,0.861,103.457
The Ventures,Ram-Bunk-Shush,1961,0.633,0.55,1,-11.063,1,0.0343,0.794,0.945,0.161,0.964,119.137
Gene Pitney,(I Wanna) Love My Life Away,1961,0.548,0.694,0,-9.356,1,0.0359,0.811,5.38E-05,0.596,0.924,136.36
Jimmy Reed,Close Together,1961,0.665,0.619,9,-8.99,1,0.0399,0.831,0.00734,0.0845,0.861,94.156
Titus Turner,Sound-Off,1961,0.583,0.831,1,-7.92,1,0.0359,0.569,0,0.0775,0.933,97.883
Etta Jones,When I Fall In Love,1961,0.311,0.361,0,-9.295,1,0.0303,0.919,0.145,0.177,0.28,77.496
Maurice Williams & The Zodiacs,I Remember,1961,0.534,0.605,8,-9.899,1,0.0389,0.842,0.000667,0.25,0.663,114.072
Cleveland Crochet and Band,Sugar Bee,1961,0.656,0.499,7,-13.607,1,0.0641,0.498,4.52E-06,0.0564,0.901,141.073
Nina Simone,Trouble In Mind,1961,0.495,0.373,0,-10.609,0,0.0377,0.823,0,0.0901,0.729,106.068
The Sevilles,Charlena,1961,0.727,0.714,3,-10.063,0,0.0314,0.172,0.0091,0.112,0.963,117.511
Carla Thomas,Gee Whiz (Look At His Eyes),1961,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84E-06,0.129,0.324,179.652
Bill Doggett,Honky Tonk (Part 2),1961,0.494,0.81,5,-6.734,1,0.0727,0.851,0.733,0.298,0.708,101.853
Mary Wells,Bye Bye Baby,1961,0.638,0.735,4,-7.208,0,0.0496,0.687,0.161,0.488,0.813,122.758
The Coasters,Wait A Minute,1961,0.718,0.538,1,-8.905,1,0.074,0.848,0,0.347,0.796,128.293
Johnny Burnette,Little Boy Sad,1961,0.391,0.738,6,-9.169,0,0.114,0.00172,0.00306,0.0798,0.789,193.358
The Everly Brothers,Walk Right Back,1961,0.624,0.358,1,-13.199,1,0.0342,0.752,0,0.0593,0.871,135.797
Brook Benton,Think Twice,1961,0.443,0.217,3,-14.609,1,0.038,0.935,0.00757,0.12,0.321,79.065
Bobby Darin,Lazy River,1961,0.481,0.634,8,-1.91,1,0.037,0.661,0,0.0799,0.548,133.569
Bobby Vee,Stayin' In,1961,0.49,0.331,7,-11.04,1,0.0634,0.524,1.89E-05,0.107,0.583,142.623
Dee Clark,Your Friends,1961,0.729,0.44,10,-14.91,1,0.0418,0.511,0,0.178,0.828,134.053
Bill Black's Combo,Hearts Of Stone,1961,0.89,0.438,0,-10.684,1,0.0438,0.164,0.926,0.0547,0.961,117.728
Kokomo,Asia Minor,1961,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.931,202.954
Dion,Havin' Fun,1961,0.358,0.364,1,-14.805,1,0.0304,0.882,0.00465,0.247,0.519,63.052
Brook Benton,For My Baby,1961,0.66,0.305,7,-15.929,1,0.0637,0.551,0,0.0589,0.616,105.899
The Vibrations,The Watusi,1961,0.633,0.682,1,-6.14,1,0.0321,0.466,9.19E-05,0.561,0.831,129.804
Chuck Jackson,I Don't Want To Cry,1961,0.376,0.504,0,-9.454,1,0.0372,0.368,1.72E-06,0.162,0.625,140.794
Danny & The Juniors,Pony Express,1961,0.509,0.451,2,-10.584,1,0.113,0.233,0,0.265,0.948,165.094
Della Reese,The Most Beautiful Words,1961,0.391,0.255,10,-7.518,1,0.0286,0.927,2.73E-05,0.165,0.3,110.081
Johnny Maestro,Model Girl,1961,0.702,0.512,10,-11.291,1,0.0361,0.777,0,0.202,0.963,126.541
Cathy Jean and The Roommates,Please Love Me Forever,1961,0.602,0.407,2,-6.457,1,0.0243,0.316,0,0.231,0.249,105.211
Dickie Goodman,The Touchables,1961,0.703,0.545,8,-8.152,1,0.657,0.91,2.20E-05,0.499,0.708,127.509
Damita Jo,Keep Your Hands Off Of Him,1961,0.534,0.853,2,-3.747,1,0.0586,0.795,0.00013,0.578,0.773,134.46
Clarence Henry,But I Do,1961,0.662,0.535,10,-5.457,1,0.027,0.563,0,0.125,0.83,109.695
Bobby Bland,I Pity The Fool,1961,0.671,0.619,10,-6.673,0,0.0528,0.648,4.27E-06,0.0831,0.562,75.162
Anita Bryant,A Texan And A Girl From Mexico,1961,0.374,0.174,7,-11.903,1,0.0306,0.858,0,0.132,0.263,79.168
Johnny And The Hurricanes,Ja-Da,1961,0.664,0.565,2,-15.248,1,0.0369,0.706,0.00357,0.17,0.969,157.171
